temperature_C,pressure_bar,status,acid_moles,ppm,message
35.0,154.44883259380532,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.01967206440302809, beta=0.5114673954368176. Fugacity mismatch for nitric acid: phase 0 f=0.1437143586633411 bara, phase 1 f=0.14311967180391943 bara, relative error=0.004137978034712196"
35.0,175.75484778167865,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.9843827741675887, beta=0.5134219418385326. Fugacity mismatch for nitric acid: phase 0 f=0.17455124055417218 bara, phase 1 f=0.14311967180392415 bara, relative error=0.18007072679894934"
37.5,92.10726755059568,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.0855920042767281, beta=0.5139557099126024. Fugacity mismatch for nitric acid: phase 0 f=0.16395043048605698 bara, phase 1 f=0.1612490766564515 bara, relative error=0.016476649811756484"
37.5,154.44883259380532,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.11420272101881479, beta=0.5140209652195761. Fugacity mismatch for nitric acid: phase 0 f=0.1650151464690388 bara, phase 1 f=0.16124907665648652 bara, relative error=0.022822570492090556"
37.5,200.0,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=6.447875013235627, beta=0.5227767579732248. Fugacity mismatch for nitric acid: phase 0 f=0.30972262682716617 bara, phase 1 f=0.16124907665649518 bara, relative error=0.47937585862437926"
42.5,80.94149393970646,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.0815151409931353, beta=0.5190669835777942. Fugacity mismatch for nitric acid: phase 0 f=0.20723929708761757 bara, phase 1 f=0.20334961471820717 bara, relative error=0.018769038614167365"
42.5,92.10726755059568,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.11297661860550504, beta=0.5189556741196706. Fugacity mismatch for nitric acid: phase 0 f=0.07720342827432942 bara, phase 1 f=0.20334961471822308 bara, relative error=0.6203414086556865"
42.5,104.81334508054151,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=1.1700310799702773, beta=0.520115697219636. Fugacity mismatch for nitric acid: phase 0 f=0.24170638324988122 bara, phase 1 f=0.20334961471823654 bara, relative error=0.15869158280354823"
42.5,119.27220944794635,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=4.314277601802896, beta=0.526018182958248. Fugacity mismatch for nitric acid: phase 0 f=0.36621595038001503 bara, phase 1 f=0.2033496147182465 bara, relative error=0.44472758625823194"
42.5,135.72565531291107,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=1.3600035441479044, beta=0.5204641005763664. Fugacity mismatch for nitric acid: phase 0 f=0.25032561436165834 bara, phase 1 f=0.20334961471825905 bara, relative error=0.18765957995625107"
42.5,154.44883259380532,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=2.4074171156220063, beta=0.5228133010944468. Fugacity mismatch for nitric acid: phase 0 f=0.3018225391627159 bara, phase 1 f=0.2033496147182676 bara, relative error=0.3262610032955837"
42.5,175.75484778167865,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.06365785543114172, beta=0.5189727152928402. Fugacity mismatch for nitric acid: phase 0 f=0.050519906539086994 bara, phase 1 f=0.20334961471827828 bara, relative error=0.7515613363267122"
42.5,200.0,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.04237518676703464, beta=0.5190368187912796. Fugacity mismatch for nitric acid: phase 0 f=0.2052021061432352 bara, phase 1 f=0.20334961471828572 bara, relative error=0.009027643330602074"
45.0,92.10726755059568,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=1.7947849692294011, beta=0.5263964245503128. Fugacity mismatch for nitric acid: phase 0 f=0.360497544836408 bara, phase 1 f=0.22763726071450247 bara, relative error=0.3685469874203911"
45.0,104.81334508054151,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=2.3628972635664875, beta=0.5239084718194521. Fugacity mismatch for nitric acid: phase 0 f=0.12495652188242161 bara, phase 1 f=0.22763726071451879 bara, relative error=0.45107175560713536"
45.0,119.27220944794635,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=2.727036406473761, beta=0.5294010257402744. Fugacity mismatch for nitric acid: phase 0 f=0.45201279951784695 bara, phase 1 f=0.22763726071453 bara, relative error=0.49639200271021944"
45.0,135.72565531291107,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=2.99398010605395, beta=0.5305357748544829. Fugacity mismatch for nitric acid: phase 0 f=0.4798991647907135 bara, phase 1 f=0.22763726071454124 bara, relative error=0.5256560598228691"
45.0,154.44883259380532,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=3.1788033606379704, beta=0.5254477250260572. Fugacity mismatch for nitric acid: phase 0 f=0.10329164039267248 bara, phase 1 f=0.22763726071455412 bara, relative error=0.5462445819790676"
45.0,175.75484778167865,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=3.3678551818815565, beta=0.5258531348775954. Fugacity mismatch for nitric acid: phase 0 f=0.10023256219055238 bara, phase 1 f=0.22763726071456308 bara, relative error=0.5596829716017576"
45.0,200.0,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=3.4301822933353683, beta=0.5258528068053846. Fugacity mismatch for nitric acid: phase 0 f=0.09778966191284172 bara, phase 1 f=0.22763726071457108 bara, relative error=0.5704145199873151"
47.5,104.81334508054151,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.44044256426121714, beta=0.5299340049234268. Fugacity mismatch for nitric acid: phase 0 f=0.23680931381285103 bara, phase 1 f=0.2543085384787602 bara, relative error=0.06881099931047233"
47.5,119.27220944794635,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.6218147415853315, beta=0.5340164201127816. Fugacity mismatch for nitric acid: phase 0 f=0.22147933462002428 bara, phase 1 f=0.2543085384787728 bara, relative error=0.12909202363053493"
47.5,135.72565531291107,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=1.2006267168532658, beta=0.5305924354278865. Fugacity mismatch for nitric acid: phase 0 f=0.20493471846350397 bara, phase 1 f=0.254308538478788 bara, relative error=0.1941492814619054"
47.5,154.44883259380532,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=1.1935395314916741, beta=0.5332967545027002. Fugacity mismatch for nitric acid: phase 0 f=0.20069299895461865 bara, phase 1 f=0.25430853847879775 bara, relative error=0.21082870376626836"
47.5,175.75484778167865,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=4.060247771812323, beta=0.5287647310302287. Fugacity mismatch for nitric acid: phase 0 f=0.18686427011391402 bara, phase 1 f=0.25430853847881174 bara, relative error=0.2652064644322471"
47.5,200.0,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=1.2193497276469496, beta=0.536641634237369. Fugacity mismatch for nitric acid: phase 0 f=0.6233551746715418 bara, phase 1 f=0.254308538478814 bara, relative error=0.5920326824706088"
50.0,175.75484778167865,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.01849060114409863, beta=0.527326943274103. Fugacity mismatch for nitric acid: phase 0 f=0.28236841970620524 bara, phase 1 f=0.2835435356219158 bara, relative error=0.004144393252108899"
50.0,200.0,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.020247175744545633, beta=0.528511648758488. Fugacity mismatch for nitric acid: phase 0 f=0.2822425618770869 bara, phase 1 f=0.2835435356219245 bara, relative error=0.004588268048446468"
52.5,175.75484778167865,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.010183191999185827, beta=0.5241238766242143. Fugacity mismatch for nitric acid: phase 0 f=0.31482984523316476 bara, phase 1 f=0.31553138498919847 bara, relative error=0.002223359670093435"
52.5,200.0,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.011243697394267727, beta=0.5252048259415842. Fugacity mismatch for nitric acid: phase 0 f=0.3147462677099189 bara, phase 1 f=0.31553138498920835 bara, relative error=0.0024882383073122154"
55.0,135.72565531291107,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.0067830661660274365, beta=0.5276758161620522. Fugacity mismatch for nitric acid: phase 0 f=0.34994653110180657 bara, phase 1 f=0.35047042088452035 bara, relative error=0.0014948188249141957"
55.0,154.44883259380532,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.018104095091821946, beta=0.5342538490580528. Fugacity mismatch for nitric acid: phase 0 f=0.3490181824718509 bara, phase 1 f=0.35047042088453484 bara, relative error=0.00414368325012623"
55.0,175.75484778167865,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.06971046995907956, beta=0.5385407900809049. Fugacity mismatch for nitric acid: phase 0 f=0.3447852427621806 bara, phase 1 f=0.3504704208845477 bara, relative error=0.016221563314868008"
55.0,200.0,ERROR,1000000.0,nan,"java.lang.IllegalStateException: Van Laar TPflash did not converge to a fugacity-consistent phase split. Last deviation=0.0892920399038292, beta=0.5423331308807536. Fugacity mismatch for nitric acid: phase 0 f=0.343067782513392 bara, phase 1 f=0.35047042088455893 bara, relative error=0.02112200610962628"
