manifold_pressure_bara,flow_msm3d,flow_kg_hr,min_inlet_pressure_bara,split_1,split_2,split_3,max_utilization,comp_outlet_p_avg,comp_outlet_p_1,comp_outlet_p_2,comp_outlet_p_3,bottleneck_equipment,bottleneck_utilization,feasible
100.0,30.0,937500.0,,,,,,,,,,N/A,,False
100.0,35.0,1093750.0,,,,,,,,,,N/A,,False
100.0,40.0,1250000.0,30.9375,0.33716250000000003,0.341325,0.3215125,0.6527366105071802,99.97855940179441,99.97855940179441,99.97855940179441,99.97855940179441,UPS2,0.6527366105071802,True
100.0,45.0,1406250.0,30.625,0.333,0.333,0.334,0.7206141704840257,99.97907477492585,99.97907477492585,99.97907477492585,99.97907477492585,UPS1,0.7206141704840257,True
100.0,50.0,1562500.0,31.5625,0.333,0.333,0.334,0.7780601448632777,99.97975068637551,99.97975068637551,99.97975068637551,99.97975068637551,UPS1,0.7780601448632777,True
100.0,55.0,1718750.0,32.8125,0.33091875000000004,0.32883749999999995,0.34024375,0.82150958389702,99.98065266848704,99.98065266848704,99.98065266848704,99.98065266848704,UPS1,0.82150958389702,True
100.0,60.0,1875000.0,33.75,0.333,0.333,0.334,0.8859392133274594,99.98129505719247,99.98129505719247,99.98129505719247,99.98129505719247,UPS1,0.8859392133274594,True
100.0,65.0,2031250.0,35.0,0.333,0.333,0.334,0.9342149416748512,99.98215751356695,99.98215751356695,99.98215751356695,99.98215751356695,UPS1,0.9342149416748512,True
100.0,70.0,2187500.0,36.25,0.333,0.333,0.334,0.9812391474013175,99.98308277195171,99.9830827719517,99.9830827719517,99.9830827719517,UPS1,0.9812391474013175,True
105.0,30.0,937500.0,,,,,,,,,,N/A,,False
105.0,35.0,1093750.0,,,,,,,,,,N/A,,False
105.0,40.0,1250000.0,,,,,,,,,,N/A,,False
105.0,45.0,1406250.0,31.953125,0.3288374999999999,0.3246750000000001,0.3464875,0.715182044082338,104.97915245014441,104.97915245014441,104.97915245014441,104.97915245014441,UPS1,0.715182044082338,True
105.0,50.0,1562500.0,32.6484375,0.33091875000000004,0.32883749999999995,0.34024375,0.7808977985917241,104.97971850138019,104.97971850138019,104.97971850138019,104.97971850138019,UPS1,0.7808977985917241,True
105.0,55.0,1718750.0,33.69140625,0.33091875000000004,0.32883749999999995,0.34024375,0.8349956720821244,104.98045251729376,104.98045251729376,104.98045251729376,104.98045251729376,UPS1,0.8349956720821244,True
105.0,60.0,1875000.0,34.734375,0.33091875000000004,0.32883749999999995,0.34024375,0.8894800541371856,104.98125397825292,104.98125397825292,104.98125397825292,104.98125397825292,UPS1,0.8894800541371856,True
105.0,65.0,2031250.0,35.77734375,0.333,0.333,0.334,0.951313801112892,104.98189528870101,104.98189528870101,104.98189528870101,104.98189528870101,UPS1,0.951313801112892,True
105.0,70.0,2187500.0,37.16796875,0.33091875000000004,0.32883749999999995,0.34024375,0.9863836422958816,104.98303390118399,104.98303390118397,104.98303390118397,104.98303390118397,UPS1,0.9863836422958816,True
110.0,30.0,937500.0,,,,,,,,,,N/A,,False
110.0,35.0,1093750.0,,,,,,,,,,N/A,,False
110.0,40.0,1250000.0,,,,,,,,,,N/A,,False
110.0,45.0,1406250.0,33.0390625,0.333,0.333,0.334,0.7330047337870688,109.97881547888915,109.97881547888915,109.97881547888915,109.97881547888915,UPS1,0.7330047337870688,True
110.0,50.0,1562500.0,33.8046875,0.3288374999999999,0.3246750000000001,0.3464875,0.7825814244076759,109.97969008566305,109.97969008566305,109.97969008566305,109.97969008566305,UPS1,0.7825814244076759,True
110.0,55.0,1718750.0,34.5703125,0.33091875000000004,0.32883749999999995,0.34024375,0.8482333741947261,109.9802710310765,109.9802710310765,109.9802710310765,109.9802710310765,UPS1,0.8482333741947261,True
110.0,60.0,1875000.0,35.71875,0.33091875000000004,0.32883749999999995,0.34024375,0.899576242027671,109.98103274568636,109.98103274568636,109.98103274568636,109.98103274568636,UPS1,0.899576242027671,True
110.0,65.0,2031250.0,36.8671875,0.33091875000000004,0.32883749999999995,0.34024375,0.9506820377629093,109.98185698558727,109.98185698558727,109.98185698558727,109.98185698558727,UPS1,0.9506820377629093,True
110.0,70.0,2187500.0,38.3984375,0.32539042968749987,0.32298398437500014,0.3516255859375,0.9687765824804399,109.98318925100803,109.98318925100803,109.98318925100803,109.98318925100803,UPS1,0.9687765824804399,True
115.0,30.0,937500.0,,,,,,,,,,N/A,,False
115.0,35.0,1093750.0,,,,,,,,,,N/A,,False
115.0,40.0,1250000.0,,,,,,,,,,N/A,,False
115.0,45.0,1406250.0,38.93359375,0.33716250000000003,0.341325,0.3215125,0.6691111422060286,114.9787336864894,114.97873368648939,114.97873368648939,114.97873368648939,UPS2,0.6691111422060286,True
115.0,50.0,1562500.0,34.61328125,0.333,0.333,0.334,0.80748012107831,114.97930514384626,114.97930514384626,114.97930514384626,114.97930514384626,UPS1,0.80748012107831,True
115.0,55.0,1718750.0,35.44921875,0.333,0.333,0.334,0.866893322915078,114.97995790918158,114.97995790918158,114.97995790918158,114.97995790918158,UPS1,0.866893322915078,True
115.0,60.0,1875000.0,36.703125,0.3194718749999998,0.3225937500000002,0.35793437499999997,0.8849090091977599,114.98135075863797,114.98135075863797,114.98135075863797,114.98135075863797,UPS2,0.8849090091977599,True
115.0,65.0,2031250.0,37.5390625,0.333,0.333,0.334,0.9771853306402827,114.98142928180211,114.98142928180211,114.98142928180211,114.98142928180211,UPS1,0.9771853306402827,True
115.0,70.0,2187500.0,39.2109375,0.3194718749999998,0.3225937500000002,0.35793437499999997,0.9880876954900282,114.98316450245015,114.98316450245015,114.98316450245015,114.98316450245015,UPS3,0.9880876954900282,True
120.0,30.0,937500.0,,,,,,,,,,N/A,,False
120.0,35.0,1093750.0,,,,,,,,,,N/A,,False
120.0,40.0,1250000.0,,,,,,,,,,N/A,,False
120.0,45.0,1406250.0,,,,,,,,,,N/A,,False
120.0,50.0,1562500.0,35.875,0.333,0.333,0.334,0.8119566683093956,119.9791770567022,119.97917705670218,119.97917705670218,119.97917705670218,UPS1,0.8119566683093956,True
120.0,55.0,1718750.0,36.78125,0.3186914062499998,0.3168703125000002,0.36443828125,0.8376949203331955,119.98051514524468,119.98051514524468,119.98051514524468,119.98051514524468,UPS3,0.8376949203331955,True
120.0,60.0,1875000.0,37.6875,0.3194718749999998,0.3225937500000002,0.35793437499999997,0.8954058114169294,119.98114489923726,119.98114489923726,119.98114489923726,119.98114489923726,UPS2,0.8954058114169294,True
120.0,65.0,2031250.0,38.59375,0.33091875000000004,0.32883749999999995,0.34024375,0.9775985986974556,119.9814167466031,119.98141674660312,119.98141674660312,119.98141674660312,UPS1,0.9775985986974556,True
120.0,70.0,2187500.0,40.40625,0.3194718749999998,0.3225937500000002,0.35793437499999997,0.9869313420349719,119.98287310701384,119.98287310701384,119.98287310701384,119.98287310701384,UPS3,0.9869313420349719,True
125.0,30.0,937500.0,,,,,,,,,,N/A,,False
