"ID","NAME","CASnumber","COMPTYPE","COMPINDEX","FORMULA","MOLARMASS","LIQDENS","TC","PC","ACSFACT","NORMBOIL","MWAVG","CRITVOL","PVMODEL","Href","CPA","CPB","CPC","CPD","CPE","AntoineVapPresLiqType","ANTOINEA","ANTOINEB","ANTOINEC","ANTOINED","ANTOINEE","DIPOLEMOMENT","VISCFACT","RACKETZ","volcorrSRK_T","LJDIAMETER","LJEPS","SphericalCoreRadius","LIQVISCMODEL","LIQVISC1","LIQVISC2","LIQVISC3","LIQVISC4","GIBBSENERGYOFFORMATION","DIELECTRICPARAMETER1","DIELECTRICPARAMETER2","DIELECTRICPARAMETER3","DIELECTRICPARAMETER4","DIELECTRICPARAMETER5","IONICCHARGE","REFERENCESTATETYPE","HenryCoef1","HenryCoef2","HenryCoef3","HenryCoef4","SCHWARTZENTRUBER1","SCHWARTZENTRUBER2","SCHWARTZENTRUBER3","LIQUIDCONDUCTIVITY1","LIQUIDCONDUCTIVITY2","LIQUIDCONDUCTIVITY3","PARACHOR","HEATOFFUSION","TRIPLEPOINTDENSITY","TRIPLEPOINTPRESSURE","TRIPLEPOINTTEMPERATURE","MELTINGPOINTTEMPERATURE","ENTHALPYOFFORMATION","ABSOLUTEENTROPY","SOLIDDENSITYCOEFS1","SOLIDDENSITYCOEFS2","SOLIDDENSITYCOEFS3","SOLIDDENSITYCOEFS4","SOLIDDENSITYCOEFS5","LIQUIDDENSITYCOEFS1","LIQUIDDENSITYCOEFS2","LIQUIDDENSITYCOEFS3","LIQUIDDENSITYCOEFS4","LIQUIDDENSITYCOEFS5","HEATOFVAPORIZATIONCOEFS1","HEATOFVAPORIZATIONCOEFS2","HEATOFVAPORIZATIONCOEFS3","HEATOFVAPORIZATIONCOEFS4","HEATOFVAPORIZATIONCOEFS5","STDDENS","MC1","MC2","MC3","MC1Solid","MC2Solid","MC3Solid","TwuCoon1","TwuCoon2","TwuCoon3","associationsites","associationscheme","racketZCPA","volcorrCPA_T","associationboundingvolume_SRK","associationenergy","aCPA_SRK","bCPA_SRK","mCPA_SRK","aCPA_PR","bCPA_PR","mCPA_PR","associationboundingvolume_PR","calcActivity","ANTOINESolidA","ANTOINESolidB","ANTOINESolidC","Hsub","criticalViscosity","HydrateA1Small","HydrateB1Small","HydrateA1Large","HydrateB1Large","HydrateA2Small","HydrateB2Small","HydrateA2Large","HydrateB2Large","HydrateFormer","mSAFT","sigmaSAFT","epsikSAFT","associationboundingvolume_PCSAFT","associationenergy_PCSAFT","LJDIAMETERHYDRATE","LJEPSHYDRATE","SphericalCoreRadiusHYDRATE","DeshMatIonicDiameter","waxformer","B2_largeGF","A1_smallGF","B1_smallGF","A1_largeGF","B1_largeGF","A2_smallGF","B2_smallGF","A2_largeGF","CPsolid1","CPsolid2","CPsolid3","CPsolid4","CPsolid5","CPliquid1","CPliquid2","CPliquid3","CPliquid4","CPliquid5","MCPR1","MCPR2","MCPR3","PARACHOR_CPA"
64,"default","0-0-0-0","HC",64,"default",16.04,0.42,-82.58,45.38,8.0e-03,-161.55,16.04,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-6.00,1.18,-0.83,-1.22,0.00,0.00,0.00,0.00,0.00,3.16,154.54,0.38,3,-26.87,1150.00,0.18,-5.21e-04,-50500.00,2.00,0.00,0.00,0.00,0.00,0,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,-6.05e-04,-3.2e-06,207.00,941.00,452.00,0.11,849.15,849.15,-74500.00,186.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,10200000.00,0.26,-0.14,0.22,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.56,3.82,230.75,0.00,0.00,3.16,154.54,0.38,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
65,"Piperazine","74-82-8","amine",65,"Piperazine",86.13,1.03,364.85,55.30,0.41,146.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",172.78,-13492.00,-21.91,1.378e-05,2.00,1.70,0.00,0.00,0.00,3.96,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,57900.00,148.90,0.00,-0.62,7.71e-04,0.00,0,"solute",0.00,0.00,0.00,0.00,-0.19,-2.85,2.03,0.00,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.07,0.22,-0.42,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,17.38,1.76,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.96,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
66,"Piperazine+","74-82-8","ion",66,"Piperazine+",87.13,1.03,364.84,55.30,0.41,146.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",172.78,-13492.00,-21.91,1.378e-05,2.00,1.70,0.00,0.00,0.00,7.00,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,0.00,0.00,0.00,0.00,0.00,0.00,1,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,7.00,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
67,"PZCOO-","74-82-8","ion",67,"PiperazineCarbamate",129.14,1.03,364.84,55.30,0.41,146.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",172.78,-13492.00,-21.91,1.378e-05,2.00,1.70,0.00,0.00,0.00,5.50,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,0.00,0.00,0.00,0.00,0.00,0.00,-1,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,5.50,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
68,"H+PZCOO-","74-82-8","ion",68,"PiperazineCarbamate",130.14,1.03,729.68,110.60,0.41,292.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",172.78,-13492.00,-21.91,1.378e-05,2.00,1.70,0.00,0.00,0.00,5.40,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,57900.00,148.90,0.00,-0.62,7.71e-04,0.00,0,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,5.40,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
69,"-OOCPZCOO-","74-82-8","ion",69,"PiperazineCarbamate",172.15,1.03,364.84,55.30,0.41,146.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",172.78,-13492.00,-21.91,1.378e-05,2.00,1.70,0.00,0.00,0.00,7.00,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,0.00,0.00,0.00,0.00,0.00,0.00,-2,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,7.00,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
70,"c-hexane","110-82-7","HC",70,"C6H8",84.16,0.78,280.39,40.74,0.21,80.75,84.16,260.00,"Classic",47392.60,33.54,-0.03,1.39957876e-03,-1.7272335e-06,6.4400244e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,240.80,6000.00,1000.00,0.05,279.70,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,212570.00,9.08,0.74,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,43200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.365e-04,5951.00,"no",2.53,3.84,278.11,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,-0.06,0.57,240.80
71,"22-DM-C5","590-35-2","HC",71,"C7H16",100.20,0.66,247.25,27.70,0.28,58.05,86.17,358.00,"Classic",0.00,10.93,0.50,2.3387282e-04,-6.335268e-07,2.8550276e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
72,"M-cy-C5","96-37-7","HC",72,"C7H16",84.16,0.66,259.64,37.84,0.23,100.90,86.17,358.00,"Classic",47392.60,44.72,-0.06,1.43774002e-03,-1.79964844e-06,6.8698582e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,258.50,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,-0.39,1.16,258.50
73,"24-DM-C5","74-82-8","HC",73,"C7H16",100.20,0.66,246.64,27.36,0.30,58.05,86.17,358.00,"Classic",0.00,-26.04,0.81,-5.7466368e-04,2.0153136e-07,-2.0785e-11,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,-0.18,0.71,207.00
74,"223-TM-C4","594-82-1","HC",74,"C8H18",100.20,0.66,257.95,29.50,0.25,58.05,86.17,358.00,"Classic",58553.60,-5.91,0.61,-8.372198e-05,-2.5091652e-07,1.3161062e-10,"loglog",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
75,"33-DM-C5","74-82-8","HC",75,"C7H16",100.20,0.66,263.15,29.50,0.26,58.05,86.17,358.00,"Classic",58553.60,-3.99,0.61,-6.15236e-05,-2.9614468e-07,1.5148108e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
76,"2-M-C6","591-76-4","HC",76,"C7H16",100.20,0.66,257.22,27.33,0.32,58.05,86.17,358.00,"Classic",58552.20,28.69,0.38,4.5278044e-04,-8.210075e-07,3.3995946e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,-0.21,0.72,207.00
77,"23-DM-C5","74-82-8","HC",77,"C7H16",100.20,0.66,264.15,29.10,0.29,58.05,86.17,358.00,"Classic",0.00,-35.86,0.80,-5.3658556e-04,1.8515278e-07,-2.602282e-11,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,207.00
78,"11-DM-cy-C5","74-82-8","HC",78,"C7H16",100.20,0.66,226.75,31.31,0.24,58.05,86.17,358.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
79,"3-M-C6","589-34-4","HC",79,"C7H16",100.20,0.66,262.10,28.13,0.32,58.05,86.17,358.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"loglog",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,293.80,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,-0.23,0.78,293.80
80,"cis-13-DM-cy-C5","74-82-8","HC",80,"C7H16",98.18,0.66,277.85,34.00,0.27,58.05,86.17,358.00,"Classic",57150.40,-20.96,0.50,2.2472742e-04,-6.2953608e-07,2.7943354e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
81,"trans-13-DM-cy-C5","74-82-8","HC",81,"C7H16",98.18,0.66,279.85,34.00,0.25,58.05,86.17,358.00,"Classic",57150.40,-20.96,0.50,2.2472742e-04,-6.2953608e-07,2.7943354e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
82,"trans-12-DM-cy-C5","74-82-8","HC",82,"C7H16",98.18,0.66,279.85,34.00,0.25,58.05,86.17,358.00,"Classic",57150.40,-54.50,0.75,-4.48e-04,1.017e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
