ID,NAME,CASnumber,COMPTYPE,COMPINDEX,FORMULA,MOLARMASS,LIQDENS,TC,PC,ACSFACT,NORMBOIL,MWAVG,CRITVOL,PVMODEL,Href,CPA,CPB,CPC,CPD,CPE,AntoineVapPresLiqType,ANTOINEA,ANTOINEB,ANTOINEC,ANTOINED,ANTOINEE,DIPOLEMOMENT,VISCFACT,RACKETZ,volcorrSRK_T,LJDIAMETER,LJEPS,SphericalCoreRadius,LIQVISCMODEL,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,GIBBSENERGYOFFORMATION,DIELECTRICPARAMETER1,DIELECTRICPARAMETER2,DIELECTRICPARAMETER3,DIELECTRICPARAMETER4,DIELECTRICPARAMETER5,IONICCHARGE,REFERENCESTATETYPE,HenryCoef1,HenryCoef2,HenryCoef3,HenryCoef4,SCHWARTZENTRUBER1,SCHWARTZENTRUBER2,SCHWARTZENTRUBER3,LIQUIDCONDUCTIVITY1,LIQUIDCONDUCTIVITY2,LIQUIDCONDUCTIVITY3,PARACHOR,HEATOFFUSION,TRIPLEPOINTDENSITY,TRIPLEPOINTPRESSURE,TRIPLEPOINTTEMPERATURE,MELTINGPOINTTEMPERATURE,ENTHALPYOFFORMATION,ABSOLUTEENTROPY,SOLIDDENSITYCOEFS1,SOLIDDENSITYCOEFS2,SOLIDDENSITYCOEFS3,SOLIDDENSITYCOEFS4,SOLIDDENSITYCOEFS5,LIQUIDDENSITYCOEFS1,LIQUIDDENSITYCOEFS2,LIQUIDDENSITYCOEFS3,LIQUIDDENSITYCOEFS4,LIQUIDDENSITYCOEFS5,HEATOFVAPORIZATIONCOEFS1,HEATOFVAPORIZATIONCOEFS2,HEATOFVAPORIZATIONCOEFS3,HEATOFVAPORIZATIONCOEFS4,HEATOFVAPORIZATIONCOEFS5,STDDENS,MC1,MC2,MC3,MC1Solid,MC2Solid,MC3Solid,TwuCoon1,TwuCoon2,TwuCoon3,associationsites,associationscheme,racketZCPA,volcorrCPA_T,associationboundingvolume_SRK,associationenergy,aCPA_SRK,bCPA_SRK,mCPA_SRK,aCPA_PR,bCPA_PR,mCPA_PR,associationboundingvolume_PR,calcActivity,ANTOINESolidA,ANTOINESolidB,ANTOINESolidC,Hsub,criticalViscosity,HydrateA1Small,HydrateB1Small,HydrateA1Large,HydrateB1Large,HydrateA2Small,HydrateB2Small,HydrateA2Large,HydrateB2Large,HydrateFormer,mSAFT,sigmaSAFT,epsikSAFT,associationboundingvolume_PCSAFT,associationenergy_PCSAFT,LJDIAMETERHYDRATE,LJEPSHYDRATE,SphericalCoreRadiusHYDRATE,DeshMatIonicDiameter,waxformer,B2_largeGF,A1_smallGF,B1_smallGF,A1_largeGF,B1_largeGF,A2_smallGF,B2_smallGF,A2_largeGF,CPsolid1,CPsolid2,CPsolid3,CPsolid4,CPsolid5,CPliquid1,CPliquid2,CPliquid3,CPliquid4,CPliquid5,MCPR1,MCPR2,MCPR3,PARACHOR_CPA,lambdaRSAFTVRMie,lambdaASAFTVRMie,mSAFTVRMie,sigmaSAFTVRMie,epsikSAFTVRMie,associationenergy_SAFTVRMie,associationvolume_SAFTVRMie,UMRCPA_MC1,UMRCPA_MC2,UMRCPA_MC3,UMRCPA_MC4,UMRCPA_MC5,UMRCPA_a0,UMRCPA_b,UMRCPA_assocEnergy,UMRCPA_assocVolume,UMRCPA_assocScheme,UMRCPA_associating,UMRCPA_racketZ,UMRCPA_volcorr_T,InChIKey
120,helium,7440-59-7,inert,123,helium,4.002602,0.0,-267.959999942,2.27,-0.390031993,-268.940009975,4.003,65.000000914,Classic,0.0,20.785,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.0,0.0,2.52,809.1,0.0,3,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,0.026,0.004,-0.0008,207.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0,2.558,10.9,0.0,0.0,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,SWQJXJOGLNCZEY-UHFFFAOYSA-N
121,c-C7,291-64-5,HC,124,C7H14,98.189,0.813,331.15,38.402,0.243,118.45,98.189,353.0,Classic,57151.1,-76.2,0.7868,-0.0004204,7.5e-08,0.0,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.0,0.0,2.52,809.1,0.0,3,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,289.1,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.6637,3.9993,283.33,0.0,0.0,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73833,-0.22055,0.87688,289.1,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DMEGYFMYUHOHGS-UHFFFAOYSA-N
122,c-C8,292-64-8,HC,125,C8H16,112.216,0.837,366.85,34.8,0.2904,148.85,112.216,410.0,Classic,66909.6,35.218104,0.109071366,0.001356262,-1.751e-06,6.6403918e-10,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.0,0.0,2.52,809.1,0.0,3,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,321.9,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.8256,4.1039,294.04,0.0,0.0,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80916,-0.14445,0.52658,321.9,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,WJTCGQSWYFHTAC-UHFFFAOYSA-N
123,CO,630-08-0,inert,126,CO,28.011,1.1,-140.200994873,34.9875,0.093000002,-191.45039978,44.01,94.0,Classic,0.0,32.524368,-0.032532682,9.8271e-05,-1.08e-07,4.28171e-11,log,140.54,-4735.0,-21.268,0.040909,1.0,0.0,0.0,0.0,0.0,2.34,168.77,0.6805,2,-7.811,3140.0,0.0,0.0,-137168.0,2.0,0.0,0.0,0.0,0.0,0,solute,94.4914,-6789.04,-11.4519,-0.010454,0.0,0.0,0.0,0.153,0.0012,-1.6e-05,207.0,6000.0,1000.0,5.204412066,216.58,216.592,-110525.0,197.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.88173893,-0.856255022,3.094939327,0.0,0.0,0.0,1.413601068,-0.605965449,1.101814948,1,1A,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.81228,-1301.679,-3.494,26100.0,3.7687e-05,4.856e-11,7196.9,0.09862,2343.9,6.082e-05,3417.9,0.1683,2317.9,yes,1.3097,3.2507,92.15,0.0,0.0,2.34,168.77,0.6805,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,UGFAIRIUMAVXCW-UHFFFAOYSA-N
124,methanolPVTsim,67-56-1,alcohol,127,CH4O,32.042,0.797,239.45,80.96,0.559,64.55,32.042,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.2,0.0,3.626,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,57900.0,-5.3743,11351.85,0.0,0.0,0.0,0,solvent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279586,-0.0003815916,3.612529e-07,0.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,1.4371,-0.79942,0.3278,0.0,0.0,0.0,0.0,0.0,0.0,2,2B,0.0,0.0,0.0161,24591.0,40531.0,3.0978,0.43102,47052.0,3.3,0.9037,0.0449,1,17.38710706,-7582.40622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.5255,3.23,188.9,0.035176,24106.443,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OKKJLVBELUTLKV-UHFFFAOYSA-N
125,MEGPVTsim18,107-21-1,glycol,128,C2H6O2,62.069,1.117,446.85,90.0,0.5347,197.35,62.069,186.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,exp,13.6299,6022.18,-28.25,0.0,0.0,2.3082,0.215,0.2488,0.0,3.626,481.8,0.0,2,-7.811,3140.0,0.0,0.0,57900.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0,solvent,0.0,0.0,0.0,0.0,0.654009012,-3.955117195,3.671191916,0.517338954,-0.000798169,6.4e-08,0.0,9960.0,904.0,2.42e-06,260.0,260.0,-388000.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82900000.0,0.427,0.0,0.0,0.0,1.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4C,0.0,0.0,0.0141,19752.0,108190.0,5.14,0.6744,108190.0,5.14,0.6744,0.0514,1,17.090887,-7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.4098,2.9616,325.87,0.0206,21860.0,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LYCAIKOWRPUZTN-UHFFFAOYSA-N
126,MEGPVTsim19,107-21-1,glycol,129,C2H6O2,62.069,1.117,446.85,90.0,0.5347,197.35,62.069,186.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,exp,13.6299,6022.18,-28.25,0.0,0.0,2.3082,0.215,0.2488,0.0,3.626,481.8,0.0,2,-7.811,3140.0,0.0,0.0,57900.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0,solvent,0.0,0.0,0.0,0.0,0.654009012,-3.955117195,3.671191916,0.517338954,-0.000798169,6.4e-08,0.0,9960.0,904.0,2.42e-06,260.0,260.0,-388000.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82900000.0,0.427,0.0,0.0,0.0,1.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4C,0.0,0.0,0.0141,19752.0,108190.0,5.14,0.6744,108190.0,5.14,0.6744,0.0514,1,17.090887,-7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.4098,2.9616,325.87,0.0206,21860.0,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LYCAIKOWRPUZTN-UHFFFAOYSA-N
127,propanePVTsim,74-98-6,HC,130,C3H8,44.097,0.0,96.65,42.46,0.152,-42.05,44.097,203.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,log,59.078,-3492.6,-6.0669,1.0919e-05,2.0,0.0,0.0,0.0,0.0,3.320577362,205.885946142,0.662379685,3,-7.764,722.0,0.0238,-4.67e-05,-24400.0,2.0,0.0,0.0,0.0,0.0,0,solute,0.0,0.0,0.0,0.0,-0.015069991,-4.344143673,4.007325591,0.263363,-0.0006020071,-1.578571e-07,151.9,6000.0,1000.0,1e-09,85.47,85.5,-103840.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.721211486,-0.099216642,0.181829227,0.0,0.0,0.0,0.435825883,0.866132179,1.395432818,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24869,1,1.0,-11.1254,0.0,28500.0,2.4973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.008264,4521.0,yes,2.002,3.6184,208.11,0.0,0.0,3.320577362,205.885946142,0.662379685,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.9,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATUOYWHBWRKTHZ-UHFFFAOYSA-N
128,ethanolPVTsim,64-17-5,alcohol,131,C2H6O,46.06922,0.797,240.75,61.4,0.644,64.55,32.042,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,3.626,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,57900.0,-29.23,16034.49,0.0,0.0,0.0,0,solvent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-0.00029,1.5e-07,0.0,6000.0,1000.0,0.00611,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,1.4371,-0.79942,0.3278,0.0,0.0,0.0,0.0,0.0,0.0,2,2B,0.0,0.0,0.008,21500.0,85164.0,4.91,0.7502,47052.0,3.3,0.9037,0.0449,1,17.38710706,-7582.40622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.3827,3.1771,198.24,0.03238,22060.3676,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
129,nbutanePVTsim,106-97-8,HC,132,C4H10,58.124,0.0,152.05,37.99688,0.193,-0.45,58.124,255.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,log,66.343,-4363.2,-7.046,9.45e-06,2.0,0.0,0.0,0.0,0.0,2.9125,209.0,0.9379,2,-7.811,3140.0,0.0,0.0,-394370.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0,solute,0.0,0.0,0.0,0.0,-0.018486492,-4.921574519,4.858186966,0.24688,-0.0004719916,-6.249512e-08,191.7,6000.0,1000.0,6.762e-06,134.86,138.15,-126150.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.808063555,-0.212724945,0.362961475,0.0,0.0,0.0,0.331800583,0.854692733,1.865828858,0,0,0.0,0.0,0.008,21532.01,0.0,0.0,0.0,0.0,0.0,0.0,5.76447,1,1.0,-13.4385,0.0,35900.0,2.5768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001262,4580.0,yes,2.3316,3.7086,222.86,0.0,0.0,2.9125,209.0,0.9379,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.7,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IJDNQMDRQITEOD-UHFFFAOYSA-N
130,mercury,7439-97-6,other,133,Hg,200.6,13.5,1462.0,1608.0,-0.1645,356.6,200.6,56.35,Classic,0.0,20.8,0.0,0.0,0.0,0.0,log,-6.0,1.0,-0.3,-1.223,0.0,0.0,0.0,0.0,0.0,1.2,132.0,0.3834,3,-24.0,1122.0,0.2,0.0,-50000.0,2.0,0.0,0.0,0.0,0.0,0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.0,1000.0,3.9662e-05,234.3,234.3,0.0,0.0,0.069794107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.09245,0.9784,2.244,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.046,-4600.0,-144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,1.2,132.0,0.3834,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1491,-0.1652,0.1447,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,QSHDDOUJBYECFT-UHFFFAOYSA-N
131,propylbenzene,103-65-1,HC,134,C9H12,120.1916,0.871,365.23,32.0000,0.3440,159.2000,86.178,358.0,Classic,0.0,39.566326,0.199170184,0.000985957,-1.446e-06,5.8730096e-10,none,0.0,0.0,0.0,0.0,0.0,0.37,0.076,0.0,0.0,2.52,809.1,0.0,3,-24.71,4210.0,0.0453,-3.38e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.0789,-1.16,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,1e-09,273.0,273.0,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,348210.0,12.685,0.9117,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,3.0799,3.7974,287.35,0.0,0.0,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ODLMAHJVESYWTB-UHFFFAOYSA-N
132,NaCl,7647-14-5,ion,136,NaCl,58.442768096,0.999,375.15,220.89,0.344,100.0,58.443,56.0,Classic,29500.0,-2290.0,12.78,-0.02144,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-57.71,7647.0,0.1442,-0.0001357,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solute,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,207.0,6010.0,1000.0,0.00611,273.16,273.15,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.0,0.0,0.0,4,4C,0.0,0.0,0.0692,166550.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,FAPWRFPIFSIZLT-UHFFFAOYSA-M
133,CaCl2,10043-52-4,ion,137,CaCl2,110.9848,0.999,375.15,220.89,0.344,100.0,110.9848,56.0,Classic,66053.9,-1550.0,7.22,-0.001958,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-57.71,7647.0,0.1442,-0.0001357,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solute,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,207.0,6010.0,1000.0,0.00611,273.16,273.15,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.0,0.0,0.0,4,4C,0.0,0.0,0.0692,166550.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,UXVMQQNJUSDDNG-UHFFFAOYSA-L
134,SF6,2551-62-4,inert,139,SF6,146.0,1.1,45.85,37.6,0.21,-68.25,34.08,98.5,Classic,0.0,0.0,0.0,0.0,0.0,0.0,log,-6.95626,1.19695,-3.12614,2.99448,0.0,0.0,0.0,0.0,0.0,3.62,195.2,0.0,2,-7.811,3140.0,0.0,0.0,-394000.0,2.0,0.0,0.0,0.0,0.0,0,solute,0.0,0.0,0.0,0.059565,0.01857,0.0,-2.078,0.149,-0.0003,-5e-07,80.1,6000.0,1000.0,0.232,187.66,187.66,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.8252,0.2515,-1.7039,0.0,0.0,0.0,0.0,0.0,0.0,2,2A,0.0,0.0,0.001160489,5000.0,44505.0,2.85,0.60265,0.0,0.0,0.0,0.0,1,4.43681,-829.439,-25.412,0.0,0.0,0.009928,2999.0,0.01613,3737.0,0.0002684,4242.0,0.8553,2325.0,yes,1.6941,3.0214,226.79,0.0,0.0,3.941,195.2,0.0,1.0,0,4119.56,0.004,3141.6,0.295855,2936.13,0.00124496,2778.0,0.339898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,SFZCNBIFKDRMGX-UHFFFAOYSA-N
135,R12,75-71-8,inert,140,CCl2F2,121.0,1.1,111.85,41.4,0.176,-30.15,34.08,98.5,Classic,0.0,0.0,0.0,0.0,0.0,0.0,log,-6.95626,1.19695,-3.12614,2.99448,0.0,0.0,0.0,0.0,0.0,3.62,195.2,0.0,2,-7.811,3140.0,0.0,0.0,-394000.0,2.0,0.0,0.0,0.0,0.0,0,solute,0.0,0.0,0.0,0.059565,0.01857,0.0,-2.078,-0.384,0.00525,-6.37e-06,80.1,6000.0,1000.0,0.232,187.66,187.66,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.8252,0.2515,-1.7039,0.0,0.0,0.0,0.0,0.0,0.0,2,2A,0.0,0.0,0.001160489,5000.0,44505.0,2.85,0.60265,0.0,0.0,0.0,0.0,1,4.43681,-829.439,-25.412,0.0,0.0,0.009928,2999.0,0.01613,3737.0,0.0002684,4242.0,0.8553,2325.0,yes,1.6941,3.0214,226.79,0.0,0.0,3.941,195.2,0.0,1.0,0,4119.56,0.004,3141.6,0.295855,2936.13,0.00124496,2778.0,0.339898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,PXBRQCKWGAHEHS-UHFFFAOYSA-N
136,R134a,811-97-2,inert,141,C2H2F4,102.0,1.1,100.85,40.7,0.332,-26.55,34.08,98.5,Classic,0.0,0.0,0.0,0.0,0.0,0.0,log,-6.95626,1.19695,-3.12614,2.99448,0.0,0.0,0.0,0.0,0.0,3.62,195.2,0.0,2,-7.811,3140.0,0.0,0.0,-394000.0,2.0,0.0,0.0,0.0,0.0,0,solute,0.0,0.0,0.0,0.059565,0.01857,0.0,-2.078,-0.384,0.00525,-6.37e-06,80.1,6000.0,1000.0,0.232,187.66,187.66,-242000.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.8252,0.2515,-1.7039,0.0,0.0,0.0,0.0,0.0,0.0,2,2A,0.0,0.0,0.001160489,5000.0,44505.0,2.85,0.60265,0.0,0.0,0.0,0.0,1,4.43681,-829.439,-25.412,0.0,0.0,0.009928,2999.0,0.01613,3737.0,0.0002684,4242.0,0.8553,2325.0,yes,1.6941,3.0214,226.79,0.0,0.0,3.941,195.2,0.0,1.0,0,4119.56,0.004,3141.6,0.295855,2936.13,0.00124496,2778.0,0.339898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LVGUZGTVOIAKKC-UHFFFAOYSA-N
